#                                                                       --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name                accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#        ------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
JGI24721J44947_100493931     -          current_petases_msa  -            5.7e-32  122.5   0.0   8.9e-32  121.9   0.0   1.3   1   0   0   1   1   1   1 -
JGI24721J44947_100493931     -          current_petases_msa  -            5.7e-32  122.5   0.0   8.9e-32  121.9   0.0   1.3   1   0   0   1   1   1   1 -
JGI24721J44947_100493931     -          current_petases_msa  -            5.7e-32  122.5   0.0   8.9e-32  121.9   0.0   1.3   1   0   0   1   1   1   1 -
Ga0105154_10003974           -          current_petases_msa  -              6e-32  122.4   0.0   7.1e-32  122.2   0.0   1.0   1   0   0   1   1   1   1 -
JGI24721J26819_100246653     -          current_petases_msa  -            6.3e-32  122.4   0.0   9.9e-32  121.7   0.0   1.3   1   0   0   1   1   1   1 -
Ga0105154_10095953           -          current_petases_msa  -            7.7e-32  122.1   0.0     9e-32  121.9   0.0   1.0   1   0   0   1   1   1   1 -
Ga0129299_10018994           -          current_petases_msa  -              1e-31  121.7   0.6   1.3e-31  121.3   0.6   1.1   1   0   0   1   1   1   1 -
Ga0105159_100009916          -          current_petases_msa  -              2e-31  120.7   0.0   2.5e-31  120.4   0.0   1.0   1   0   0   1   1   1   1 -
JGI26465J51735_10009115      -          current_petases_msa  -            2.4e-31  120.5   0.0   2.9e-31  120.2   0.0   1.0   1   0   0   1   1   1   1 -
Ga0073934_1000090866         -          current_petases_msa  -            7.5e-31  118.8   0.0   1.3e-30  118.1   0.0   1.3   1   0   0   1   1   1   1 -
Ga0105162_10033017           -          current_petases_msa  -            3.1e-30  116.8   0.0   4.1e-30  116.4   0.0   1.0   1   0   0   1   1   1   1 -
Ga0105163_100213510          -          current_petases_msa  -            3.1e-30  116.8   0.0   4.1e-30  116.4   0.0   1.0   1   0   0   1   1   1   1 -
JzSedJan11_10233911          -          current_petases_msa  -            3.1e-30  116.8   0.0   4.1e-30  116.4   0.0   1.0   1   0   0   1   1   1   1 -
JGI20127J14776_10262061      -          current_petases_msa  -            3.8e-30  116.5   0.0   4.2e-30  116.4   0.0   1.0   1   0   0   1   1   1   1 -
Ga0129301_10003446           -          current_petases_msa  -            6.5e-30  115.8   0.0   8.5e-30  115.4   0.0   1.1   1   0   0   1   1   1   1 -
Ga0105158_10473191           -          current_petases_msa  -            9.3e-30  115.2   0.0   1.1e-29  115.0   0.0   1.0   1   0   0   1   1   1   1 -
Ga0105158_100064610          -          current_petases_msa  -              1e-29  115.1   0.0   1.2e-29  114.9   0.0   1.0   1   0   0   1   1   1   1 -
YNP18_471580                 -          current_petases_msa  -            1.3e-29  114.7   0.0   1.5e-29  114.6   0.0   1.0   1   0   0   1   1   1   1 -
Ga0073934_100204931          -          current_petases_msa  -              2e-29  114.2   0.1   2.5e-29  113.8   0.1   1.1   1   0   0   1   1   1   1 -
GxsBSedJan11_10251181        -          current_petases_msa  -            2.1e-29  114.1   0.0   2.5e-29  113.8   0.0   1.0   1   0   0   1   1   1   1 -
Ga0073934_102355451          -          current_petases_msa  -            2.2e-29  114.0   3.1   2.8e-29  113.7   3.1   1.1   1   0   0   1   1   1   1 -
Ga0105155_10342971           -          current_petases_msa  -            2.7e-29  113.7   0.0   3.2e-29  113.5   0.0   1.0   1   0   0   1   1   1   1 -
Ga0116211_10486931           -          current_petases_msa  -            3.5e-29  113.3   2.8   3.8e-29  113.2   2.8   1.1   1   0   0   1   1   1   1 -
Ga0129299_10230443           -          current_petases_msa  -            3.8e-29  113.2   0.1   5.5e-29  112.7   0.1   1.2   1   0   0   1   1   1   1 -
Ga0073932_10055882           -          current_petases_msa  -            5.5e-29  112.7   0.1   7.8e-29  112.2   0.1   1.2   1   0   0   1   1   1   1 -
Ga0129299_10701291           -          current_petases_msa  -            8.5e-29  112.1   2.4   1.1e-28  111.7   2.4   1.1   1   0   0   1   1   1   1 -
Ga0073934_102849181          -          current_petases_msa  -            1.6e-28  111.2   0.0   1.8e-28  111.0   0.0   1.1   1   0   0   1   1   1   1 -
Ga0114945_101886382          -          current_petases_msa  -            2.3e-28  110.7   0.0   2.6e-28  110.5   0.0   1.0   1   0   0   1   1   1   1 -
Ga0073932_100037328          -          current_petases_msa  -            3.2e-28  110.2   0.7   3.2e-28  110.2   0.7   1.4   2   0   0   2   2   1   1 -
Ga0105158_10214912           -          current_petases_msa  -            3.9e-28  109.9   0.0   4.7e-28  109.6   0.0   1.0   1   0   0   1   1   1   1 -
Ga0116197_13250401           -          current_petases_msa  -            4.5e-28  109.7   0.0   5.3e-28  109.4   0.0   1.0   1   0   0   1   1   1   1 -
JzSedJan11_10116531          -          current_petases_msa  -              5e-28  109.6   0.0   5.5e-28  109.4   0.0   1.0   1   0   0   1   1   1   1 -
Ga0073929_100210515          -          current_petases_msa  -            9.1e-28  108.7   0.0   1.1e-27  108.4   0.0   1.0   1   0   0   1   1   1   1 -
Ga0073930_100019665          -          current_petases_msa  -            9.1e-28  108.7   0.0   1.1e-27  108.4   0.0   1.0   1   0   0   1   1   1   1 -
Ga0137240_10593              -          current_petases_msa  -            9.1e-28  108.7   0.0   1.1e-27  108.4   0.0   1.0   1   0   0   1   1   1   1 -
Ga0137224_10163              -          current_petases_msa  -            9.3e-28  108.7   0.0   1.1e-27  108.4   0.0   1.0   1   0   0   1   1   1   1 -
Ga0129299_10035064           -          current_petases_msa  -            1.7e-27  107.8   0.4   2.5e-27  107.2   0.4   1.2   1   0   0   1   1   1   1 -
Ga0105162_10046273           -          current_petases_msa  -            1.9e-27  107.7   0.0   2.7e-27  107.1   0.0   1.1   1   0   0   1   1   1   1 -
Ga0073934_101419791          -          current_petases_msa  -            2.3e-27  107.4   0.1   3.2e-27  106.9   0.1   1.1   1   0   0   1   1   1   1 -
JzSedJan11_10146151          -          current_petases_msa  -            2.7e-27  107.1   0.0     3e-27  107.0   0.0   1.0   1   0   0   1   1   1   1 -
Ga0137228_10706              -          current_petases_msa  -            2.7e-27  107.1   0.0   3.3e-27  106.8   0.0   1.0   1   0   0   1   1   1   1 -
Ga0137290_10748              -          current_petases_msa  -            2.7e-27  107.1   0.0   3.3e-27  106.8   0.0   1.0   1   0   0   1   1   1   1 -
YNPsite15_CeleraDRAFT_240880 -          current_petases_msa  -            3.9e-27  106.6   0.0   5.2e-27  106.2   0.0   1.1   1   0   0   1   1   1   1 -
Ga0123519_100616043          -          current_petases_msa  -            3.9e-27  106.6   0.8   7.1e-27  105.8   0.8   1.3   1   0   0   1   1   1   1 -
Ga0073929_100168911          -          current_petases_msa  -            3.9e-27  106.6   0.0   5.9e-27  106.0   0.0   1.3   1   0   0   1   1   1   1 -
Ga0073930_100135114          -          current_petases_msa  -            3.9e-27  106.6   0.0   5.9e-27  106.0   0.0   1.3   1   0   0   1   1   1   1 -
Ga0073933_10121814           -          current_petases_msa  -            3.9e-27  106.6   0.0   5.9e-27  106.0   0.0   1.3   1   0   0   1   1   1   1 -
Ga0105155_100007828          -          current_petases_msa  -            4.6e-27  106.4   0.0   5.7e-27  106.1   0.0   1.0   1   0   0   1   1   1   1 -
Ga0105160_10029864           -          current_petases_msa  -            5.8e-27  106.1   0.0   7.1e-27  105.8   0.0   1.0   1   0   0   1   1   1   1 -
GxsBSedJan11_10015605        -          current_petases_msa  -            5.8e-27  106.1   0.0   7.1e-27  105.8   0.0   1.0   1   0   0   1   1   1   1 -
Ga0073934_101463011          -          current_petases_msa  -            6.8e-27  105.8   0.0   1.3e-26  104.9   0.0   1.4   1   1   0   1   1   1   1 -
Ga0073934_10000207136        -          current_petases_msa  -            7.1e-27  105.8   0.0   6.8e-26  102.5   0.0   2.0   1   1   0   1   1   1   1 -
Ga0116197_12958211           -          current_petases_msa  -            7.5e-27  105.7   0.6   7.9e-27  105.6   0.6   1.0   1   0   0   1   1   1   1 -
Ga0073932_10288444           -          current_petases_msa  -            8.3e-27  105.5   0.3   1.4e-26  104.8   0.3   1.3   1   0   0   1   1   1   1 -
JGI26465J51735_10023614      -          current_petases_msa  -            8.5e-27  105.5   0.0     1e-26  105.2   0.0   1.0   1   0   0   1   1   1   1 -
JGI20132J14458_10019842      -          current_petases_msa  -            1.1e-26  105.1   0.0   1.4e-26  104.8   0.0   1.0   1   0   0   1   1   1   1 -
Ga0105160_100083915          -          current_petases_msa  -            1.5e-26  104.7   0.0   1.7e-26  104.5   0.0   1.0   1   0   0   1   1   1   1 -
GxsBSedJan11_10014515        -          current_petases_msa  -            1.5e-26  104.7   0.0   1.7e-26  104.5   0.0   1.0   1   0   0   1   1   1   1 -
Ga0073933_100015666          -          current_petases_msa  -            1.5e-26  104.7   0.0   1.9e-26  104.3   0.0   1.0   1   0   0   1   1   1   1 -
Ga0129302_15272001           -          current_petases_msa  -            1.8e-26  104.4   0.2     2e-26  104.3   0.2   1.0   1   0   0   1   1   1   1 -
Ga0073929_1000032161         -          current_petases_msa  -            1.9e-26  104.3   0.5   4.1e-26  103.3   0.5   1.4   1   1   0   1   1   1   1 -
Ga0073930_1000007112         -          current_petases_msa  -            1.9e-26  104.3   0.5   4.1e-26  103.3   0.5   1.4   1   1   0   1   1   1   1 -
Ga0073933_1000008112         -          current_petases_msa  -            1.9e-26  104.3   0.5   4.1e-26  103.3   0.5   1.4   1   1   0   1   1   1   1 -
Ga0105155_10190052           -          current_petases_msa  -              2e-26  104.3   0.0   2.5e-26  104.0   0.0   1.0   1   0   0   1   1   1   1 -
JGI20132J14458_10025254      -          current_petases_msa  -            2.4e-26  104.0   0.0   2.9e-26  103.7   0.0   1.0   1   0   0   1   1   1   1 -
JGI24721J44947_100433704     -          current_petases_msa  -            2.4e-26  104.0   0.0   2.9e-26  103.7   0.0   1.0   1   0   0   1   1   1   1 -
JGI24721J44947_100433704     -          current_petases_msa  -            2.4e-26  104.0   0.0   2.9e-26  103.7   0.0   1.0   1   0   0   1   1   1   1 -
JGI24721J44947_100433704     -          current_petases_msa  -            2.4e-26  104.0   0.0   2.9e-26  103.7   0.0   1.0   1   0   0   1   1   1   1 -
YNP11_215130                 -          current_petases_msa  -            2.4e-26  104.0   0.0   2.9e-26  103.7   0.0   1.0   1   0   0   1   1   1   1 -
Ga0073934_108571761          -          current_petases_msa  -            2.5e-26  104.0   0.0     3e-26  103.7   0.0   1.0   1   0   0   1   1   1   1 -
JGI24721J44947_100941622     -          current_petases_msa  -            2.6e-26  103.9   0.0   3.4e-26  103.5   0.0   1.1   1   0   0   1   1   1   1 -
JGI24721J44947_100941622     -          current_petases_msa  -            2.6e-26  103.9   0.0   3.4e-26  103.5   0.0   1.1   1   0   0   1   1   1   1 -
JGI24721J44947_100941622     -          current_petases_msa  -            2.6e-26  103.9   0.0   3.4e-26  103.5   0.0   1.1   1   0   0   1   1   1   1 -
YNPsite11_CeleraDRAFT_245900 -          current_petases_msa  -            2.8e-26  103.8   0.0   3.4e-26  103.5   0.0   1.0   1   0   0   1   1   1   1 -
YNPsite06_CeleraDRAFT_112380 -          current_petases_msa  -            2.8e-26  103.8   0.0   3.4e-26  103.5   0.0   1.0   1   0   0   1   1   1   1 -
Ga0073932_11310241           -          current_petases_msa  -              3e-26  103.7   0.1   3.9e-26  103.3   0.1   1.1   1   0   0   1   1   1   1 -
Ga0073932_100255021          -          current_petases_msa  -            4.6e-26  103.1   0.1   6.3e-26  102.6   0.1   1.1   1   0   0   1   1   1   1 -
Ga0105159_10005277           -          current_petases_msa  -            5.2e-26  102.9   0.0   6.5e-26  102.6   0.0   1.1   1   0   0   1   1   1   1 -
Deep_10004027                -          current_petases_msa  -            5.3e-26  102.9   1.6     6e-26  102.7   1.6   1.0   1   0   0   1   1   1   1 -
shallow_100073738            -          current_petases_msa  -            5.3e-26  102.9   1.6     6e-26  102.7   1.6   1.0   1   0   0   1   1   1   1 -
Ga0105158_10000335           -          current_petases_msa  -            6.3e-26  102.7   0.0     7e-26  102.5   0.0   1.0   1   0   0   1   1   1   1 -
JGI26466J51736_10012894      -          current_petases_msa  -            6.8e-26  102.5   0.0   8.4e-26  102.2   0.0   1.0   1   0   0   1   1   1   1 -
JGI24721J44947_100840112     -          current_petases_msa  -            9.9e-26  102.0   0.0   1.1e-25  101.8   0.0   1.0   1   0   0   1   1   1   1 -
JGI24721J44947_100840112     -          current_petases_msa  -            9.9e-26  102.0   0.0   1.1e-25  101.8   0.0   1.0   1   0   0   1   1   1   1 -
JGI24721J44947_100840112     -          current_petases_msa  -            9.9e-26  102.0   0.0   1.1e-25  101.8   0.0   1.0   1   0   0   1   1   1   1 -
JGI26466J51736_10090781      -          current_petases_msa  -              1e-25  102.0   0.0   1.2e-25  101.7   0.0   1.0   1   0   0   1   1   1   1 -
JGI24721J26819_100445924     -          current_petases_msa  -            1.5e-25  101.4   0.0   1.8e-25  101.2   0.0   1.0   1   0   0   1   1   1   1 -
Ga0123519_100558883          -          current_petases_msa  -            1.5e-25  101.4   0.0   1.8e-25  101.1   0.0   1.0   1   0   0   1   1   1   1 -
Ga0105159_10000105           -          current_petases_msa  -            1.9e-25  101.1   0.0   2.1e-25  100.9   0.0   1.0   1   0   0   1   1   1   1 -
Ga0123519_100360855          -          current_petases_msa  -            2.1e-25  100.9   0.0   2.7e-25  100.6   0.0   1.0   1   0   0   1   1   1   1 -
Ga0129302_10090885           -          current_petases_msa  -            2.2e-25  100.8   0.2     4e-25  100.0   0.2   1.4   1   0   0   1   1   1   1 -
Ga0105158_10138064           -          current_petases_msa  -            2.4e-25  100.7   0.0   2.6e-25  100.6   0.0   1.0   1   0   0   1   1   1   1 -
Ga0116210_10216112           -          current_petases_msa  -            3.1e-25  100.4   0.0   3.9e-25  100.0   0.0   1.1   1   0   0   1   1   1   1 -
JGI24721J26819_1000851211    -          current_petases_msa  -            3.2e-25  100.3   0.0   3.9e-25  100.0   0.0   1.0   1   0   0   1   1   1   1 -
Ga0129302_10136242           -          current_petases_msa  -            3.2e-25  100.3   0.0   3.8e-25  100.1   0.0   1.0   1   0   0   1   1   1   1 -
Ga0105154_10039202           -          current_petases_msa  -            3.5e-25  100.2   0.0   4.2e-25   99.9   0.0   1.0   1   0   0   1   1   0   0 -
